Timestamp,Sex,Height (cm),Weight (KG),Arm Span (cm),How long have you been climbing for?,Where do you climb?,Hardest V Grade ever climbed ,Hardest V Grade climbed in the Last 3 months,The V grade you can send 90-100% of routes ,Hardest Route grade climbed (Ewbank grade) ,Hardest route climbed last 3 months (ewbank),Route grade you can send 90-100% of climbs,Frequency of climbing sessions per week,Average hours climbing per week (not including training),Average hours Training for climbing per week ,Hangboard Frequency per week ,Hangboard grips used ,Style of Hangboarding chosen ,Max Weight hangboard 18mm edge - Half crimp (KG)  (10 seconds) (added weight only),Max Weight hangboard 18mm edge - open crimp (KG) (10 seconds)  (added weight only),"Min Edge used (mm, +kg if weight added ) - Half Crimp (10 seconds)","Min Edge used (mm, +kg if weight added) - Open crimp (10 seconds) ",Campus Board frequency per week ,Campus Board time per week (hours),Frequency of Endurance training sesions per week,Endurance training ,General Strength Training frequency per week ,Time spent General strength training (hours),Type of Strength training,"Other activities (ie yoga, cardio)",Max pull up reps,5 rep max weighted pull ups,max push ups reps,max L-sit time 
31/01/2017 02:30:27,Male,172,95,199,0 - .5 years,Indoor Climbing only,V4,V4,V3,I don't climb routes,I don't climb routes,I don't climb routes,2,5,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,,8,5kg,45,5 seconds
31/01/2017 02:35:51,Male,190,93,195,3.5 - 4 years,Indoor and outdoor climbing,V7,V6,V5,I don't climb routes,I don't climb routes,I don't climb routes,4,5,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,2,1,Core,yoga,15,,65,
31/01/2017 02:37:00,Male,175,77,185,1.5 - 2 years,Indoor and outdoor climbing,V9,V7,V6,27,I don't climb routes,25,3,9,3,2,"Half Crimp, Open Crimp, Front 2, Middle 2, Slopers","Min Edge, Repeaters",,,,,0,0,1,"4x4, hangboard repeater protocols, Max moves",2,3,"Antagonists, Core, Upper body pulling, Upper body pushing",Walking,20,,50,
31/01/2017 02:46:50,Male,172,75,177,0 - .5 years,Indoor Climbing only,V4,V4,V2,17,17,17,3,2,5,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,4,4,"Core, Upper body pulling",Treadmill/bike. ,8,,,
31/01/2017 02:53:49,Male,182,77,186,1.5 - 2 years,Indoor and outdoor climbing,V7,V7,V6,21,I don't climb routes,20,3,6,3,0,I don't Hangboard,I don't hangboard,,,,,0,0,1,"Max moves, ARC",2,2,"Antagonists, Core, Upper body pulling, Upper body pushing",,15,,20,
31/01/2017 03:05:58,Male,190.5,86.18,191,.5 - 1 years,Indoor and outdoor climbing,V7,V7,V6,I don't climb routes,I don't climb routes,I don't climb routes,6,9,5,2,"Half Crimp, Open Crimp, Front 3, Back 3, Front 2, Middle 2, Back 2, Slopers","Min Edge, Repeaters, Other protocol",,,,,0,0,1,"hangboard repeater protocols, Max moves, systems boards, Laps of routes",2,2,"Antagonists, Core, Upper body pulling",,,,,
31/01/2017 03:13:00,Male,177,79,177,.5 - 1 years,Indoor Climbing only,V4,V4,V2,18,18,17,4,8,3,3,"Half Crimp, Open Crimp, Front 3, Back 3, Front 2, Middle 2, Back 2, Slopers, Pinch",Repeaters,,,,,0,0,2,"4x4, hangboard repeater protocols, route climbing intervals",3,3,"Core, Upper body pulling, Upper body pushing",running,25,,,60 seconds
31/01/2017 03:58:50,Female,165,65,unknown,1 - 1.5 years,Indoor Climbing only,V2,I don't boulder,V1,21,21,18,1,2,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,Cardio,2,,27,
31/01/2017 04:16:56,Male,180,65,183,1.5 - 2 years,Indoor and outdoor climbing,V7,V6,V4,24,24,22,3,10,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,1,Laps of routes,3,1,Antagonists,Running a lot,"5, maybe, not sure",????,20,
31/01/2017 04:25:22,Male,180,74,180,1 - 1.5 years,Indoor and outdoor climbing,V6,V6,V4,25,25,24,3,6,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,3,6,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",Cardio,24,,,20 seconds
31/01/2017 04:43:27,Male,173,75,Don't know,.5 - 1 years,Indoor Climbing only,V6,V6,V4,I don't climb routes,I don't climb routes,I don't climb routes,2,4,1,0,I don't Hangboard,I don't hangboard,,,,,1,1,0,I don't train for endurance,2,1,Core,,8,,,
31/01/2017 04:52:13,Male,175,62.6,170,7.5 - 8 years,Indoor and outdoor climbing,V10,V10,V7,29,29,28,4,12,4,1,"Half Crimp, Open Crimp","Max weight, Repeaters, ""no hangs""",38.5,40.8,,,0,0,1,"4x4, hangboard repeater protocols, ARC",2,3,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",,25,31.75 kg,25,
31/01/2017 04:52:57,Male,190,76,190,1 - 1.5 years,Indoor and outdoor climbing,V5,V5,V4,23,23,20,2,4,0,0,I don't Hangboard,I don't hangboard,,,,,2,0,0,I don't train for endurance,2,1,"Antagonists, Core, Upper body pushing",,14,,20,
31/01/2017 05:28:47,Male,170,68,167,1 - 1.5 years,Indoor and outdoor climbing,V4,V3,V3,23,23,19,4,10,14,2,"Half Crimp, Open Crimp, Front 3",Repeaters,,,,,0,0,0,I don't train for endurance,2,4,"Antagonists, Core",Yoga,,,,
31/01/2017 05:31:16,Male,188,70,180,2 - 2.5 years,Indoor and outdoor climbing,V8,V8,V5,I don't climb routes,I don't climb routes,I don't climb routes,3,10,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,,,,,
31/01/2017 06:22:56,Male,190,80,196,3 - 3.5 years,Indoor and outdoor climbing,V7,V7,V5,I don't climb routes,I don't climb routes,I don't climb routes,3,8,1,1,"Open Crimp, Front 3, Back 3, Front 2, Middle 2, Back 2, Slopers",Repeaters,,,,,1,1,1,4x4,3,1,"Antagonists, Core, Upper body pulling, Upper body pushing",,,,,
31/01/2017 06:31:52,Male,165,60.7,163,.5 - 1 years,Indoor and outdoor climbing,V7,V7,V5,I don't climb routes,I don't climb routes,I don't climb routes,4,6,6,2,"Half Crimp, Open Crimp, Front 3, Back 3, Slopers",Repeaters,,,,,0,0,1,"4x4, hangboard repeater protocols",3,6,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",,21,+20 kilo,No clue,No clue
31/01/2017 06:33:24,Male,190,83,?,1.5 - 2 years,Indoor Climbing only,V4,V4,V3,23,23,21,3,7,1,1,"Slopers, Pinch",Repeaters,,,,,0,0,1,Laps of routes,1,2,Upper body pushing,BJJ,6,,35,
31/01/2017 06:37:17,Male,192,78,190,.5 - 1 years,Indoor and outdoor climbing,V4,V4,V2,19,I don't climb routes,17,0,0,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,3,0,"Antagonists, Core","yoga, cycling",,,,
31/01/2017 06:59:35,Male,191,82,196,1 - 1.5 years,Indoor and outdoor climbing,V6,V6,V5,25,25,24,2,6,4,3,"Half Crimp, Open Crimp, Back 3, Middle 2, Slopers, Pinch","Max weight, ""no hangs""",,,,,1,1,0,,1,1,"Legs, Core, Upper body pulling, Upper body pushing",running,25,,,
31/01/2017 07:08:13,Male,198,85,198,.5 - 1 years,Indoor and outdoor climbing,V4,V4,V2,22,22,18,2,4,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,Laps of routes,0,0,No other strength training,Running,,,30,15
31/01/2017 07:31:53,Male,181,74,182,0 - .5 years,Indoor and outdoor climbing,V5,V5,V2,20,20,17,2,5,1,1,"Half Crimp, Open Crimp, Front 3, Back 3, Front 2, Middle 2, Slopers","Min Edge, Repeaters",,,190,190,0,0,0,I don't train for endurance,1,1,"Legs, Core, Upper body pushing",Running,22,what? weight?,44,?
31/01/2017 08:08:07,Female,168,55.5,167.5,0 - .5 years,Indoor Climbing only,V2,V2,V2,22,22,18,4,6,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,1,other,1,1,"Legs, Core",running,3,,,
31/01/2017 08:40:55,Male,180,74.8,185,4.5 - 5 years,Indoor and outdoor climbing,V8,V8,V5,12,12,11,5,10,4,2,Open Crimp,Max weight,,47.6,,,1,1,1,route climbing intervals,2,2,"Antagonists, Core, Upper body pulling, Upper body pushing",,,27.2,,
31/01/2017 08:42:50,Female,180,76,185,More than 15 years,Indoor and outdoor climbing,V9,V7,V7,27,I don't climb routes,26,4,4,6,2,"Full Crimp, Open Crimp, Front 2, Middle 2, Back 2",Max weight,18kg??,15kg?,,,2,1,2,systems boards,2,1,"Legs, Core, Upper body pulling, Upper body pushing",Cycling,13,16kgs,30,
31/01/2017 09:09:26,Male,177,68,179,3 - 3.5 years,Indoor Climbing only,V6,V6,V4,24,21,19,3,5,6,3,"Half Crimp, Front 3, Back 3, Front 2, Middle 2, Back 2, Pinch",Repeaters,-18,,,,0,0,1,ARC,3,2,"Antagonists, Legs, Core, Upper body pushing",,25,35,60,
31/01/2017 09:34:38,Female,167cm,57,174,13.5 - 14 years,Indoor and outdoor climbing,V9,V7,V5,26,24,24,4,10,4,3,Half Crimp,Max weight,18,,,,2,1,1,Max moves,3,3,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",Cardio,12,25kg,8,18sec
31/01/2017 10:30:35,Male,173,63,N/A,3 - 3.5 years,Indoor Climbing only,V7,V6,V4,I don't climb routes,I don't climb routes,I don't climb routes,3,6,4,0,"Full Crimp, Half Crimp, Open Crimp, Front 3, Back 3, Front 2",Repeaters,,,,,0,0,1,"4x4, Max moves, systems boards, Laps of routes, ARC, Feet on 'campusing', route climbing intervals, threshold intervals, other",1,4,"Core, Upper body pulling",,50,,45,
31/01/2017 10:42:55,Male,173,127,168,1 - 1.5 years,Indoor Climbing only,V7,V7,V5,26,26,24,3,6,0,0,I don't Hangboard,I don't hangboard,unknown,unknown,unknown,unknown,0,0,0,I don't train for endurance,0,0,No other strength training,none,15,unknown,unknown,unknown
31/01/2017 13:20:43,Male,173,73.5,173,.5 - 1 years,Indoor Climbing only,V4,V4,V2,I don't climb routes,I don't climb routes,I don't climb routes,3,5,1,1,"Open Crimp, Slopers",Other protocol,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,,8,,,
31/01/2017 14:28:36,Male,180,79,**,.5 - 1 years,Indoor and outdoor climbing,V6,V6,V4,25,25,21,3,5,8,2,"Open Crimp, Front 3, Front 2, Middle 2","Max weight, Repeaters",N/a,9,N/a,18mm +9kg,0,0,1,Laps of routes,3,3,"Antagonists, Legs, Core, Upper body pushing", Cardio or hiking ,20,N/a,60,N/a
31/01/2017 15:37:43,Male,171,59,177,2.5 - 3 years,Indoor and outdoor climbing,V10,V10,V7,27,25,26,5,15,3,1,Open Crimp,Repeaters,Haven't tested,Haven't tested,Haven't tested,Haven't tested ,2,1,1,"Max moves, systems boards, Laps of routes, route climbing intervals",3,2,"Core, Upper body pulling, Upper body pushing",-,15+,24 kg last time i checked ,-,20 sec
31/01/2017 17:08:15,Male,183,71,74,11.5 - 12 years,Indoor and outdoor climbing,V13,V13,V11,31,29,29,3,3,9,1,"Half Crimp, Open Crimp","Max weight, Min Edge, Repeaters, One arm hang program, Other protocol",,,,,1,1,1,"4x4, hangboard repeater protocols",2,2,"Antagonists, Core, Upper body pushing",,,,,
31/01/2017 17:10:23,Male,175,68,182,.5 - 1 years,Indoor and outdoor climbing,V6,V6,V4,24,24,20,4,12,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,basketball,19,30kg,,
31/01/2017 19:39:36,Male,175,72,182,6.5 - 7 years,Indoor and outdoor climbing,V12,V10,V8,27,I don't climb routes,I don't climb routes,3,9,1,0,I don't Hangboard,I don't hangboard,40,70,6mm,12mm,0,0,0,I don't train for endurance,1,1,"Core, Upper body pulling, Upper body pushing",,,35,,30
31/01/2017 19:45:25,Male,178,85,195,2.5 - 3 years,Indoor and outdoor climbing,I don't boulder,V5,V4,21,20,20,2,5,7,2,"Half Crimp, Front 3","Max weight, ""no hangs""",,,17mm,20mm,0,0,2,"Max moves, Laps of routes, ARC, threshold intervals",5,5,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",cardio,15,20kg,,5sec
31/01/2017 20:04:21,Male,178,71,180,9.5 - 10 years,Indoor and outdoor climbing,V8,V7,V5,17,28,24,4,4,9,1,"Half Crimp, Front 3, Front 2, Middle 2, Back 2, Pinch, Monos","Max weight, Repeaters",30,,"7mm, +20",,1,2,1,"hangboard repeater protocols, systems boards, Laps of routes",1,2,"Antagonists, Upper body pulling, Upper body pushing",Yoga,,+40,30,30 s
31/01/2017 20:11:44,Male,170,66,181,0 - .5 years,Indoor and outdoor climbing,V8,V8,V5,26,I don't climb routes,20,4,7,5,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,2,5,"Antagonists, Core, Upper body pulling, Upper body pushing",Yoga,15,,,
31/01/2017 20:51:45,Male,182,73,Dont know,.5 - 1 years,Indoor Climbing only,V4,V4,V3,25,25,21,3,5,1,0,I don't Hangboard,I don't hangboard,,,,,0,0,1,"Laps of routes, route climbing intervals",1,1,"Core, Upper body pushing",Running,,,,
31/01/2017 22:00:49,Male,181,73,170,1 - 1.5 years,Indoor Climbing only,V6,V6,V4,I don't climb routes,I don't climb routes,I don't climb routes,4,9,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,Badminton,,,,
31/01/2017 22:11:03,Male,189,79,185,9.5 - 10 years,Indoor and outdoor climbing,I don't boulder,I don't boulder,I don't boulder,29,28,28,4,6,5,1,"Half Crimp, Open Crimp, Front 3, Back 3, Front 2, Middle 2, Back 2, Slopers, Monos",Min Edge,,,,,1,2,1,"systems boards, Laps of routes, route climbing intervals",1,2,"Antagonists, Core, Upper body pulling, Upper body pushing",,,,,
31/01/2017 22:54:11,Male,186,72,182,More than 15 years,Indoor and outdoor climbing,V6,V6,V4,25,22,21,1,2,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,"running, cycling",14,,,
31/01/2017 23:42:02,Male,177,63,188,3.5 - 4 years,Indoor and outdoor climbing,V10,V9,V6,29,I don't climb routes,I don't climb routes,6,14,4,2,Half Crimp,One arm hang program,,,,,1,1,0,4x4,2,2,"Antagonists, Core, Upper body pushing",Weight Lifting,31,BW + 40kg,50,30s
01/02/2017 00:20:13,Male,5 ft 8inches. Im amurican i dont know what centimeters are,135 pounds....so....65 kg?,5 ft 10 inches,9 - 9.5 years,Indoor and outdoor climbing,V10,V10,V7,25,25,I don't climb routes,5,9,0,5,"Half Crimp, Open Crimp","Min Edge, Repeaters",I dont add weight,I dont add weight,Idk the really small one,,0,0,2,"4x4, Laps of routes, ARC",7,15,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",I jog on Rest days,Not sure... probably 12-15?,Never do weighted pullups,About 30-40,Wtf is L sit?
01/02/2017 00:56:30,Male,182.8,78.7,180,.5 - 1 years,Indoor Climbing only,V4,V4,V3,I don't climb routes,I don't climb routes,I don't climb routes,3,6,1,0,I don't Hangboard,I don't hangboard,,,,,0,0,1,"4x4, Laps of routes",1,1,"Antagonists, Core","Yoga, Jump rope",20,,,
01/02/2017 01:01:19,Male,175,"82,5",175,6.5 - 7 years,Indoor and outdoor climbing,V6,V6,V5,I don't climb routes,I don't climb routes,I don't climb routes,4,6,2,2,"Full Crimp, Half Crimp, Front 3, Front 2, Back 2, Pinch",Max weight,"15,5",,,,0,0,2,,2,0,"Legs, Core",Spinning,,60,30,
01/02/2017 01:32:32,Male,171,59,60,2.5 - 3 years,Indoor and outdoor climbing,V6,V6,V5,I don't climb routes,I don't climb routes,I don't climb routes,2,10,1,1,"Half Crimp, Open Crimp, Middle 2",Repeaters,5,5,,5,1,1,1,4x4,2,1,"Antagonists, Core, Upper body pushing",,20,10,25,2 minutes
01/02/2017 02:03:24,Male,184,75,189,More than 15 years,Indoor and outdoor climbing,I don't boulder,I don't boulder,I don't boulder,26,25,23,3,5,1,0,"Half Crimp, Open Crimp, Front 3, Back 3, Front 2, Middle 2, Back 2, Slopers",Min Edge,15,12,,,0,0,1,"route climbing intervals, threshold intervals",1,1,"Core, Upper body pushing",running,12,,25,20
01/02/2017 02:10:14,Male,170,75,170,11 - 11.5 years,Indoor and outdoor climbing,V9,V8,V7,28,25,26,4,7,6,1,"Half Crimp, Open Crimp, Front 3, Slopers","Max weight, Min Edge",,,,,0,0,1,"4x4, systems boards, Laps of routes",4,6,"Antagonists, Legs, Core, Upper body pushing","xc skiing, biking, running, weights",approx 25,me + 30 lbs,50-60,i suck!
01/02/2017 02:45:50,Male,196,83,197,4 - 4.5 years,Indoor and outdoor climbing,V7,V4,V2,21,20,18,2,4,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,3,2,"Antagonists, Core",LOADS OF CYCLING!!!,15,,30,15
01/02/2017 04:16:38,Male,180,70,175,1.5 - 2 years,Indoor Climbing only,V4,V4,V3,27,27,22,2,5,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,cycling,5,,14,?
01/02/2017 04:52:01,Male,178,72.5,182,3 - 3.5 years,Indoor Climbing only,V7,V7,V4,24,I don't climb routes,21,3,6,0,1,"Full Crimp, Half Crimp, Open Crimp, Front 3, Middle 2, Slopers",Repeaters,,,,,2,1,0,I don't train for endurance,0,0,No other strength training,,35,70lbs,50,
01/02/2017 04:56:38,Female,159.38,51.7095,170.7,1 - 1.5 years,Indoor and outdoor climbing,V6,V5,V4,22,22,18,3,4,2,0,I don't Hangboard,I don't hangboard,,,,,1,1,0,I don't train for endurance,0,0,No other strength training,,5,,5,
01/02/2017 05:25:30,Male,179,87,186,8 - 8.5 years,Indoor and outdoor climbing,V2,V2,V2,I don't climb routes,I don't climb routes,I don't climb routes,3,6,3,0,I don't Hangboard,I don't hangboard,,,,,0,0,2,Max moves,2,3,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",running,10,none,12,
01/02/2017 05:39:13,Male,166,53,160,2.5 - 3 years,Indoor and outdoor climbing,V6,V6,V3,I don't climb routes,I don't climb routes,I don't climb routes,3,5,3,1,"Half Crimp, Open Crimp",Repeaters,,,,,1,1,0,ARC,1,1,Core,,10,,15,
01/02/2017 06:50:16,Male,182,65,190,11 - 11.5 years,Indoor and outdoor climbing,V10,V9,V6,25,23,24,1,4,0,0,I don't Hangboard,I don't hangboard,0,0,0,0,0,0,0,I don't train for endurance,0,0,No other strength training,"hiking, mountain biking (not in winter)",20,0,40,0
01/02/2017 08:53:36,Male,182.88,72.5748,unknown,4 - 4.5 years,Indoor and outdoor climbing,V6,V6,V4,25,24,23,3,6,3,2,"Half Crimp, Open Crimp, Front 3, Front 2, Middle 2","Min Edge, Repeaters",,,"12, +0","14, +0",0,0,1,"Laps of routes, ARC",2,3,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",yoga / biking / cardio / running,12,+40lbs,22,
01/02/2017 09:30:19,Male,168,65,190,3.5 - 4 years,Indoor and outdoor climbing,V6,V6,V5,22,22,20,3,14,2,3,"Open Crimp, Front 3, Slopers, Pinch, Monos","Min Edge, Repeaters",,,unsure,unsure,3,1,1,"4x4, ARC",2,2,"Legs, Core, Upper body pulling, Upper body pushing",cardio,15,not sure,30,unsure
01/02/2017 11:24:07,Male,176,81,178,More than 15 years,Indoor and outdoor climbing,V12,V11,V9,31,29,29,3,4,3,2,Half Crimp,"Max weight, Min Edge",50kg,,6mm,,1,1,1,I don't train for endurance,2,1,"Antagonists, Core",,15,30,40,
01/02/2017 11:47:15,Female,165,53.5,172,8 - 8.5 years,Indoor and outdoor climbing,V6,V4,V4,25,23,22,2,5,5,2,"Half Crimp, Open Crimp, Front 3, Back 3, Front 2, Middle 2, Back 2, Slopers, Pinch","Max weight, Repeaters",12.5,10,,,1,1,0,I don't train for endurance,2,4,"Antagonists, Legs, Core, Upper body pushing",Running,12,15,15,
01/02/2017 12:23:35,Male,170,59,152,1 - 1.5 years,Indoor Climbing only,V6,V5,V4,I don't climb routes,I don't climb routes,I don't climb routes,3,4,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,,20,,,
01/02/2017 13:17:01,Male,191,89,201,1 - 1.5 years,Indoor and outdoor climbing,V6,V6,V5,23,22,21,3,10,6,0,I don't Hangboard,I don't hangboard,,,,,1,1,1,Feet on 'campusing',6,7,"Antagonists, Core, Upper body pulling, Upper body pushing",yoga,13,no idea,12 handstand p/u,32sec
01/02/2017 15:22:19,Male,188,75,193,More than 15 years,Indoor and outdoor climbing,V8,V7,V6,28,27,25,4,4,4,2,"Half Crimp, Open Crimp, Middle 2, Pinch","Max weight, Repeaters",18,18,,,0,0,2,"4x4, Laps of routes, route climbing intervals",2,2,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",,16,20kg,30,
01/02/2017 15:22:22,Female,178,66,178,.5 - 1 years,Indoor and outdoor climbing,V5,V5,V3,24,24,20,6,20,10,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,5,5,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",Yoga,4,,3,0
01/02/2017 16:53:25,Male,185,72.5,185,3 - 3.5 years,Indoor Climbing only,V5,V5,V3,23,23,19,3,6,2,2,"Half Crimp, Front 3, Middle 2, Pinch","Max weight, Repeaters",16,13,,,0,0,1,"Laps of routes, ARC",3,1,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",Yoga,15,9kg,40,1 minute
01/02/2017 18:27:24,Male,179,69,175,11 - 11.5 years,Indoor and outdoor climbing,V8,V7,V6,30,29,29,2,5,2,1,"Half Crimp, Front 2, Middle 2, Back 2, Slopers",One arm hang program,,,,,0,0,0,I don't train for endurance,1,1,"Antagonists, Core",,,,,
01/02/2017 18:36:23,Male,183,69,176,More than 15 years,Indoor and outdoor climbing,V6,I don't boulder,V3,30,29,28,2,10,3,1,Half Crimp,"Max weight, Min Edge",17,,"12mm, 7,5 kg",,0,0,0,I don't train for endurance,2,1,"Antagonists, Core, Upper body pulling, Upper body pushing",,15,,35,
01/02/2017 22:20:52,Male,184,68,179,More than 15 years,Indoor and outdoor climbing,V10,V8,V7,31,30,28,3,6,6,0,I don't Hangboard,I don't hangboard,,,,,1,1,0,I don't train for endurance,1,1,"Antagonists, Core, Upper body pulling, Upper body pushing",,20,,20,
02/02/2017 00:09:48,Male,180,79,183,5.5 - 6 years,Indoor and outdoor climbing,V9,V9,V6,I don't climb routes,I don't climb routes,I don't climb routes,3,9,2,1,"Half Crimp, Open Crimp, Front 3, Slopers",Min Edge,I don't know.,I don't know.,I don't know. I use a moon fingerboard and I rarely hang for 10 s.,I don't know. I use a moon fingerboard and I rarely hang for 10 s.,0,0,1,4x4,1,1,"Antagonists, Core, Upper body pulling, Upper body pushing","Stretching, but not as much as I probably hsould",20,+25 kg,50,No idea
02/02/2017 03:50:22,Male,183,70,182,7 - 7.5 years,Indoor and outdoor climbing,V9,V9,V7,27,I don't climb routes,23,3,9,3,3,Half Crimp,Max weight,54,n/a,7,n/a,0,0,1,Feet on 'campusing',3,2,"Antagonists, Core, Upper body pulling",,20+,27 kg,19,20 sec
02/02/2017 04:57:51,Male,182,77,180,11 - 11.5 years,Indoor and outdoor climbing,V13,V10,V9,29,20,24,3,7,3,2,Half Crimp,One arm hang program,,,,,0,0,1,systems boards,2,1,"Core, Upper body pulling","swimming, a little bit of cardio /not frequently",,,,
02/02/2017 05:46:51,Male,178,65,178,3 - 3.5 years,Indoor and outdoor climbing,V7,V7,V5,25,25,21,3,9,1,1,Open Crimp,Max weight,,20,,,0,0,1,Laps of routes,0,0,No other strength training,cario (ultimate frisbee),12,,100,~1 min
02/02/2017 06:59:55,Male,179,68,179,4.5 - 5 years,Indoor and outdoor climbing,I don't boulder,I don't boulder,I don't boulder,28,28,25,4,14,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,1,1,"Antagonists, Legs, Core, Upper body pushing",Running & Cycling,7,68+5kg,30,Dunno
02/02/2017 09:27:39,Male,177,73,183,14 - 14.5 years,Indoor and outdoor climbing,V12,V11,V10,30,I don't climb routes,28,4,12,4,3,"Full Crimp, Half Crimp, Back 2",Max weight,30,40,6,6,2,1,0,I don't train for endurance,3,2,"Antagonists, Core, Upper body pulling, Upper body pushing",,20,40,40,10
02/02/2017 17:00:49,Female,1.67,70 kg ,166,7.5 - 8 years,Indoor Climbing only,V6,V6,V4,25,I don't climb routes,I don't climb routes,5,17,5,1,"Open Crimp, Front 3, Slopers","Max weight, Min Edge, Repeaters",Na,Na,Na,Na,0,0,2,"Max moves, systems boards, Feet on 'campusing'",2,1,"Legs, Core, Upper body pulling",Na,Na,17kg,Na,21
02/02/2017 17:33:41,Male,183,73,192,4 - 4.5 years,Indoor and outdoor climbing,V5,V3,V4,27,21,22,1,4,3,1,"Full Crimp, Half Crimp, Open Crimp, Front 3, Front 2, Middle 2, Slopers",Repeaters,,,,,0,0,0,hangboard repeater protocols,2,4,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",,20,40kg,20,
02/02/2017 17:48:17,Male,178,66,176,More than 15 years,Indoor and outdoor climbing,V6,V7,V5,26,24,23,3,6,7,0,I don't Hangboard,I don't hangboard,,,,,0,0,1,"Laps of routes, route climbing intervals",0,0,Legs,Pilates and running 25-30 km/week,10,Don't know,Don't know,Don't know
02/02/2017 18:18:54,Male,173,67,173,4 - 4.5 years,Indoor and outdoor climbing,V6,V4,V5,25,24,24,3,6,4,0,I don't Hangboard,I don't hangboard,0,0,0,0,0,0,0,other,2,3,"Upper body pulling, Upper body pushing",,15,0,0,0
02/02/2017 18:50:03,Male,176,70,203,More than 15 years,Indoor and outdoor climbing,V9,V6,V4,29,23,22,3,9,4,2,"Half Crimp, Open Crimp, Slopers","Max weight, Min Edge",20,10,10mm shouldn't add weight...,  10mm shouldn't add weight...,0,0,3,"ARC, route climbing intervals, threshold intervals, other",2,4,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",Core,15,20-25,,
02/02/2017 19:28:29,Male,176,68,179,9.5 - 10 years,Indoor and outdoor climbing,V6,V6,V5,26,25,24,2,5,5,0,"Open Crimp, Front 2, Middle 2, Slopers, Monos",Other protocol,,,,,0,0,1,"Laps of routes, route climbing intervals, threshold intervals",1,1,"Antagonists, Core, Upper body pulling",running twice a week up to 10 kms,,,,
02/02/2017 21:57:24,Male,180,63,184,3.5 - 4 years,Indoor and outdoor climbing,V10,V7,V6,I don't climb routes,I don't climb routes,I don't climb routes,0,0,0,1,Slopers,Other protocol,,,,,0,0,1,other,2,1,"Antagonists, Core, Upper body pulling, Upper body pushing",,8,,30,
02/02/2017 22:10:29,Female,159,51-53...,161??,7 - 7.5 years,Indoor and outdoor climbing,V6,V5,V2,24,23,18,3,8,4,1,"Open Crimp, Front 3, Front 2, Middle 2","Repeaters, Other protocol",,,,,0,0,1,"hangboard repeater protocols, other",3,2,"Antagonists, Legs, Core","yoga. want to will myself back into more cardio, not succeeded yet...",7?? ,ha! no need to train that yet,surely under 15?? 10 in a set is suffice for suffering during workouts,oooh...not sure
02/02/2017 23:10:16,Male,177,58.5,179,10 - 10.5 years,Indoor and outdoor climbing,V10,V9,V7,28,27,26,5,6,5,2,"Full Crimp, Half Crimp, Open Crimp","Max weight, Min Edge",28,28,,,0,0,2,4x4,2,2,"Antagonists, Core, Upper body pushing",Stretching,28,30,,
